State,TimeStamp,EEG_F3_Alpha,EEG_F3_Beta,EEG_F3_Theta,ECG_Burg,ECG_TimeSeries,ECG_SDNN,PupilDiameter,ECG_SDSD,ECG_RMSSD
1,2015.09.30. 13:45:29,125220.0,8174.2,71277.0,10109.0,1472.2,558.88,3.8611864406779666,256.7,525.2
1,2015.09.30. 13:45:30,136640.0,5562.5,28756.0,10773.0,1460.2,567.87,4.0360169491525415,296.38,523.32
1,2015.09.30. 13:45:31,73559.0,4663.2,59440.0,10334.0,1428.1,582.38,3.971694915254238,304.64,562.57
1,2015.09.30. 13:45:32,74489.0,8715.6,70912.0,8612.2,1376.5,588.66,4.220169491525423,313.34,555.26
1,2015.09.30. 13:45:33,150690.0,5740.4,38290.0,84395.0,1332.8,604.42,4.359322033898306,321.69,552.43
1,2015.09.30. 13:45:34,84685.0,2775.6,72552.0,29920.0,1307.2,615.6,4.112446808510637,322.0,552.43
1,2015.09.30. 13:45:35,116600.0,4895.2,102180.0,26576.0,1306.0,625.58,4.009491525423728,330.09,544.78
1,2015.09.30. 13:45:36,107850.0,6663.7,36686.0,35228.0,1282.6,636.7,3.751440677966103,330.38,525.13
1,2015.09.30. 13:45:37,163040.0,5408.6,39376.0,44595.0,1240.7,638.2,3.6197457627118634,335.99,516.58
1,2015.09.30. 13:45:38,109810.0,6005.0,62437.0,49719.0,1189.6,648.17,3.577941176470589,335.25,516.59
1,2015.09.30. 13:45:39,143320.0,7245.5,96720.0,52594.0,1136.8,658.19,3.458703703703704,339.39,514.84
1,2015.09.30. 13:45:40,99944.0,5602.7,40960.0,52539.0,1083.1,667.22,3.317542372881355,339.5,499.98
1,2015.09.30. 13:45:41,214680.0,9883.6,70208.0,50272.0,1043.9,671.88,3.298333333333334,337.89,484.65
1,2015.09.30. 13:45:42,186370.0,7859.1,202160.0,50142.0,1024.4,645.86,3.3975423728813556,342.43,482.53
1,2015.09.30. 13:45:43,135340.0,3852.9,73846.0,48803.0,1018.5,629.25,3.541355932203391,343.94,472.24
1,2015.09.30. 13:45:44,70627.0,3037.5,62533.0,48260.0,996.62,628.97,3.7706779661016956,337.5,451.08
1,2015.09.30. 13:45:45,113230.0,3563.6,41430.0,47710.0,993.13,629.7,3.8047457627118635,332.96,434.54
1,2015.09.30. 13:45:46,269060.0,7891.4,297790.0,47964.0,981.06,631.09,3.860875000000001,326.33,417.41
2,2015.09.30. 13:45:47,189030.0,6674.6,125960.0,49397.0,954.94,604.94,3.9041525423728802,328.76,414.71
2,2015.09.30. 13:45:48,68715.0,3889.4,19831.0,49976.0,959.24,555.03,4.058648648648648,328.13,414.72
2,2015.09.30. 13:45:49,327810.0,4431.1,114100.0,48780.0,965.63,494.21,4.414074074074074,328.03,414.79
2,2015.09.30. 13:45:50,963000.0,15080.0,373270.0,47429.0,952.37,416.77,4.284322033898306,327.47,405.73
2,2015.09.30. 13:45:51,115300.0,5970.6,91868.0,47029.0,915.52,372.22,4.394661016949152,321.51,389.52
2,2015.09.30. 13:45:52,58861.0,4728.1,58627.0,44857.0,872.07,364.17,4.467542372881355,320.22,381.06
2,2015.09.30. 13:45:53,102870.0,10159.0,233220.0,44053.0,869.35,365.37,4.259406779661017,316.37,369.44
2,2015.09.30. 13:45:54,224190.0,4924.1,154190.0,45165.0,866.88,352.43,4.236949152542371,309.7,355.26
2,2015.09.30. 13:45:55,126130.0,6844.5,33904.0,47730.0,867.13,352.96,4.338474576271187,310.06,351.66
2,2015.09.30. 13:45:56,97972.0,7484.5,72165.0,68378.0,868.45,349.37,4.221440677966101,306.65,342.6
2,2015.09.30. 13:45:57,194060.0,5708.6,324460.0,195920.0,868.96,322.32,4.166186440677965,270.6,297.3
2,2015.09.30. 13:45:58,112140.0,8248.6,34639.0,98293.0,869.37,320.75,4.044745762711866,271.05,296.94
2,2015.09.30. 13:45:59,109550.0,4717.7,66212.0,91481.0,869.71,317.23,3.8838135593220335,255.24,274.96
2,2015.09.30. 13:46:00,60675.0,5234.5,76579.0,81083.0,868.89,311.0,3.9884745762711837,227.14,240.67
2,2015.09.30. 13:46:01,100780.0,7880.6,90005.0,63549.0,869.46,237.36,3.8660833333333366,226.71,239.27
2,2015.09.30. 13:46:02,44069.0,4721.5,95128.0,80110.0,870.18,39.916,3.782542372881356,19.297,31.183
2,2015.09.30. 13:46:03,42629.0,4386.4,81969.0,92329.0,873.41,42.458,3.616847826086956,19.219,30.768
2,2015.09.30. 13:46:04,113840.0,2812.3,87233.0,133280.0,890.59,46.193,3.6283898305084734,19.606,30.393
2,2015.09.30. 13:46:05,135630.0,6944.3,56303.0,86749.0,894.53,45.869,3.93457627118644,19.8,31.612
2,2015.09.30. 13:46:06,91111.0,6080.9,16459.0,76724.0,892.67,44.969,4.08186440677966,19.739,32.585
2,2015.09.30. 13:46:07,275910.0,5393.9,70856.0,86533.0,888.15,44.585,4.191186440677966,19.818,32.618
2,2015.09.30. 13:46:08,66557.0,5686.1,91424.0,85827.0,885.51,44.369,4.257796610169492,19.901,32.643
2,2015.09.30. 13:46:09,119420.0,7073.3,62966.0,88397.0,881.6,44.217,4.120652173913045,19.896,32.481
2,2015.09.30. 13:46:10,72735.0,4539.6,23173.0,83560.0,878.57,44.587,4.02593220338983,19.894,32.413
2,2015.09.30. 13:46:11,135100.0,4798.1,137810.0,81717.0,876.67,44.332,3.9896610169491513,19.745,31.489
2,2015.09.30. 13:46:12,69843.0,5282.7,38106.0,81326.0,874.7,43.224,4.027033898305083,26.116,31.489
2,2015.09.30. 13:46:13,54381.0,5340.7,99579.0,82080.0,873.85,44.474,4.086271186440679,87.772,36.903
2,2015.09.30. 13:46:14,49439.0,3718.2,15617.0,82095.0,872.03,111.16,4.046271186440678,110.94,98.656
2,2015.09.30. 13:46:15,64431.0,4680.7,33484.0,82291.0,870.95,113.34,4.045423728813559,112.27,125.63
2,2015.09.30. 13:46:16,228030.0,3286.9,89439.0,80928.0,870.81,113.46,3.8785593220338987,111.88,128.82
2,2015.09.30. 13:46:17,121880.0,4546.7,228610.0,81275.0,869.42,115.21,3.7341525423728807,111.99,129.49
2,2015.09.30. 13:46:18,17095000.0,827460.0,13827000.0,86253.0,869.63,116.27,3.975593220338982,111.98,128.75
2,2015.09.30. 13:46:19,544790.0,13220.0,1106300.0,95744.0,870.06,115.62,4.130254237288135,112.1,128.91
2,2015.09.30. 13:46:20,2778200.0,32164.0,1082000.0,97560.0,869.01,115.14,4.156810344827585,112.44,128.69
2,2015.09.30. 13:46:21,149080.0,5740.5,74469.0,104900.0,868.42,115.22,3.927058823529412,112.42,128.66
2,2015.09.30. 13:46:22,109650.0,4592.7,43892.0,96042.0,866.59,115.57,3.8777966101694927,112.4,128.67
2,2015.09.30. 13:46:23,79604.0,5496.6,42943.0,101710.0,867.01,115.7,3.924322033898306,112.05,128.71
2,2015.09.30. 13:46:24,62241.0,6410.9,46717.0,101400.0,868.63,116.2,4.245416666666667,112.15,128.79
2,2015.09.30. 13:46:25,62590.0,6316.8,55013.0,76495.0,870.65,116.52,4.298389830508475,111.84,128.8
2,2015.09.30. 13:46:26,101920.0,2652.3,91068.0,42483.0,872.77,116.54,4.3464406779661,111.95,128.89
2,2015.09.30. 13:46:27,76613.0,5952.0,38730.0,36435.0,883.67,116.6,4.113050847457626,111.56,128.91
2,2015.09.30. 13:46:28,107650.0,3079.0,24247.0,21357.0,909.43,116.66,3.9158474576271196,111.67,129.34
2,2015.09.30. 13:46:29,178830.0,5137.5,47452.0,56740.0,910.13,116.75,3.961949152542371,111.71,129.26
2,2015.09.30. 13:46:30,48982.0,5131.8,9177.1,47329.0,914.33,116.51,3.9281355932203392,111.91,129.28
2,2015.09.30. 13:46:31,108140.0,10712.0,79359.0,106380.0,934.22,116.42,3.7068644067796614,111.5,129.28
2,2015.09.30. 13:46:32,44189.0,5463.2,46184.0,40906.0,945.9,116.54,3.734803921568628,111.18,129.5
2,2015.09.30. 13:46:33,303320.0,11362.0,176160.0,5002.0,946.0,116.6,3.842033898305085,111.34,129.37
2,2015.09.30. 13:46:34,113050.0,10760.0,64905.0,4981.0,946.94,116.13,3.9960169491525437,111.52,129.42
2,2015.09.30. 13:46:35,52029.0,5318.0,89560.0,5291.4,944.11,115.27,4.181525423728813,111.55,129.34
2,2015.09.30. 13:46:36,67609.0,3637.9,24890.0,4805.7,925.22,113.86,4.186525423728814,120.96,129.1
2,2015.09.30. 13:46:37,103290.0,4310.9,33513.0,5292.4,918.89,124.22,4.105104166666668,143.99,141.89
2,2015.09.30. 13:46:38,102110.0,3658.6,30358.0,5688.0,918.13,187.99,3.9466949152542377,191.47,169.92
2,2015.09.30. 13:46:39,35448.0,9158.6,55131.0,5084.6,920.69,187.79,4.020508474576273,190.6,224.43
2,2015.09.30. 13:46:40,80490.0,6045.3,64889.0,4776.7,923.43,187.97,4.1062711864406785,201.17,225.48
2,2015.09.30. 13:46:41,208340.0,4334.2,63456.0,5369.8,925.17,213.48,4.361694915254238,201.84,242.98
2,2015.09.30. 13:46:42,75589.0,5994.3,33086.0,4764.0,925.7,218.14,4.374915254237288,203.98,248.15
2,2015.09.30. 13:46:43,78321.0,7136.0,81898.0,4592.8,926.42,218.1,4.0903125,204.45,255.78
2,2015.09.30. 13:46:44,98631.0,7130.3,169170.0,4191.7,927.02,217.59,3.7911016949152536,205.93,254.82
2,2015.09.30. 13:46:45,506450.0,18858.0,309620.0,4824.0,927.17,218.27,3.7461864406779637,196.38,237.82
2,2015.09.30. 13:46:46,126310.0,5351.9,120340.0,5535.1,927.77,198.37,3.7263559322033903,189.1,224.69
2,2015.09.30. 13:46:47,227990.0,6092.6,74311.0,15460.0,928.31,198.62,3.922627118644067,189.64,222.95
2,2015.09.30. 13:46:48,218010.0,5284.8,67578.0,250340.0,929.39,198.91,4.217083333333333,190.17,222.49
2,2015.09.30. 13:46:49,120300.0,6598.2,62795.0,323490.0,931.52,197.54,4.11190909090909,190.09,222.49
2,2015.09.30. 13:46:50,122360.0,7122.1,29802.0,217590.0,931.81,196.4,3.828529411764705,190.53,222.44
2,2015.09.30. 13:46:51,58745.0,6175.4,22322.0,169710.0,932.18,195.88,3.637966101694915,190.24,222.44
2,2015.09.30. 13:46:52,90145.0,6630.7,41965.0,288920.0,931.87,195.69,4.0187288135593215,190.35,222.5
2,2015.09.30. 13:46:53,44858.0,4002.6,87169.0,249460.0,932.37,195.42,4.061101694915254,190.29,222.47
2,2015.09.30. 13:46:54,103620.0,7079.8,46159.0,228810.0,933.23,195.13,4.051413043478262,190.52,222.49
2,2015.09.30. 13:46:55,94208.0,3153.9,45932.0,210940.0,932.1,195.06,4.140169491525423,190.72,222.42
2,2015.09.30. 13:46:56,95155.0,6178.8,81147.0,252930.0,932.94,194.73,4.096525423728814,190.74,222.44
2,2015.09.30. 13:46:57,117690.0,3912.7,36812.0,300020.0,933.45,194.44,4.2290677966101695,190.57,222.34
2,2015.09.30. 13:46:58,104020.0,3198.2,52030.0,281940.0,935.41,194.13,4.079491525423728,190.52,222.53
2,2015.09.30. 13:46:59,133080.0,7178.8,20491.0,316670.0,927.17,193.52,3.951525423728814,191.26,222.3
2,2015.09.30. 13:47:00,100170.0,8072.3,48393.0,326710.0,902.53,193.49,3.914830508474575,191.26,222.3
2,2015.09.30. 13:47:01,38512.0,4079.0,165870.0,344270.0,903.64,193.44,3.9241525423728807,191.0,222.27
2,2015.09.30. 13:47:02,89284.0,7252.6,37367.0,340000.0,899.18,193.53,4.1166101694915245,190.72,222.4
2,2015.09.30. 13:47:03,482760.0,5774.3,541100.0,346860.0,879.37,193.4,4.150084745762713,190.85,222.3
2,2015.09.30. 13:47:04,126680.0,4301.2,28703.0,341280.0,868.47,193.0,3.9928125000000008,191.49,222.13
2,2015.09.30. 13:47:05,162990.0,2910.9,28375.0,343730.0,867.89,193.37,4.037203389830507,191.41,222.07
2,2015.09.30. 13:47:06,44638.0,6755.0,76483.0,337400.0,869.18,193.11,4.056355932203392,191.25,222.16
2,2015.09.30. 13:47:07,51657.0,5342.0,35364.0,337870.0,869.91,192.91,4.205423728813558,191.25,222.14
2,2015.09.30. 13:47:08,105320.0,7606.2,65508.0,341630.0,871.33,192.16,4.138604651162791,187.66,214.08
2,2015.09.30. 13:47:09,118140.0,9340.5,145680.0,340690.0,873.34,187.72,3.9661016949152548,171.98,192.57
2,2015.09.30. 13:47:10,107700.0,6774.3,37101.0,348260.0,873.32,127.33,3.978220338983051,110.18,124.84
2,2015.09.30. 13:47:11,227470.0,6952.5,106230.0,346740.0,872.69,127.16,4.024416666666667,109.54,122.95
2,2015.09.30. 13:47:12,82848.0,10634.0,28702.0,398180.0,870.77,126.63,4.135932203389832,73.657,83.742
2,2015.09.30. 13:47:13,190890.0,6946.5,105900.0,432710.0,870.6,65.973,4.220423728813558,59.316,66.807
2,2015.09.30. 13:47:14,87509.0,5224.2,45184.0,429870.0,870.84,26.522,4.193644067796608,14.915,23.588
2,2015.09.30. 13:47:15,74394.0,5477.4,40561.0,334380.0,870.93,26.861,4.116610169491527,15.513,23.607
2,2015.09.30. 13:47:16,151960.0,4932.5,72658.0,246380.0,872.6,26.728,4.058983050847457,15.318,24.807
2,2015.09.30. 13:47:17,55907.0,4734.4,171690.0,198130.0,872.32,26.49,4.163305084745763,15.091,24.915
2,2015.09.30. 13:47:18,38178.0,7211.3,57643.0,244800.0,884.37,26.333,4.266949152542374,14.965,24.458
2,2015.09.30. 13:47:19,158810.0,6142.6,40872.0,342570.0,917.52,24.106,4.139237288135591,15.651,24.318
2,2015.09.30. 13:47:20,231930.0,4052.2,52088.0,279300.0,957.63,24.143,4.2125,15.846,25.272
2,2015.09.30. 13:47:21,51887.0,8161.8,59725.0,174940.0,955.54,24.84,4.199915254237291,15.782,24.698
2,2015.09.30. 13:47:22,154430.0,3107.4,68292.0,147980.0,954.47,26.029,4.034576271186439,17.564,24.733
2,2015.09.30. 13:47:23,94140.0,5790.5,30745.0,78377.0,952.71,25.884,3.9262068965517245,17.5,26.796
2,2015.09.30. 13:47:24,90521.0,4810.8,57003.0,40362.0,963.75,25.876,4.213363636363635,17.347,26.959
2,2015.09.30. 13:47:25,176070.0,8521.8,66039.0,41056.0,990.56,25.864,4.339491525423727,17.406,26.674
2,2015.09.30. 13:47:26,62183.0,8286.5,38527.0,27508.0,992.07,25.763,4.539491525423729,18.368,27.151
2,2015.09.30. 13:47:27,96215.0,5118.4,75213.0,64559.0,1010.2,26.091,4.1641964285714295,64.714,28.97
2,2015.09.30. 13:47:28,198460.0,7325.0,45075.0,70630.0,1028.6,65.75,3.866999999999998,129.78,73.951
2,2015.09.30. 13:47:29,99253.0,5583.8,210720.0,3866.4,1028.3,190.59,3.861949152542373,135.42,142.66
2,2015.09.30. 13:47:30,72492.0,5686.7,110440.0,3777.6,1027.2,292.74,4.187542372881356,258.92,151.03
2,2015.09.30. 13:47:31,31964.0,4712.2,37128.0,3556.5,1025.8,293.33,4.163936170212767,258.58,282.91
2,2015.09.30. 13:47:32,69095.0,5123.9,36566.0,2143.9,1026.4,293.55,4.056186440677966,258.36,282.97
2,2015.09.30. 13:47:33,107200.0,4639.7,46059.0,3236.7,1028.2,293.98,3.914067796610169,262.06,282.89
2,2015.09.30. 13:47:34,114710.0,9136.5,37958.0,2207.2,1031.0,297.35,3.875500000000001,271.06,290.4
2,2015.09.30. 13:47:35,100440.0,7942.1,37945.0,1593.9,1032.7,327.69,4.038728813559321,297.3,305.34
2,2015.09.30. 13:47:36,117700.0,6990.5,148880.0,1209.0,1033.4,327.17,3.9850847457627117,302.81,340.74
2,2015.09.30. 13:47:37,35761.0,4508.7,24454.0,1157.1,1034.3,335.13,3.944745762711865,302.64,353.49
2,2015.09.30. 13:47:38,35123.0,7427.0,77089.0,1157.1,1034.4,344.31,3.9301694915254246,310.94,353.58
2,2015.09.30. 13:47:39,66785.0,11392.0,34964.0,1088.6,1034.2,344.45,4.035,311.32,370.52
2,2015.09.30. 13:47:40,149040.0,5725.2,90289.0,967.94,1033.9,344.95,3.897719298245613,311.28,370.52
2,2015.09.30. 13:47:41,75778.0,4886.4,56264.0,1166.7,1033.3,345.59,4.253867924528301,310.37,370.52
2,2015.09.30. 13:47:42,126590.0,4007.3,18325.0,1431.4,1034.2,345.37,4.068461538461539,309.72,370.68
2,2015.09.30. 13:47:43,107800.0,11487.0,41218.0,863.52,1036.1,344.85,3.9618644067796605,310.17,370.63
2,2015.09.30. 13:47:44,34222.0,3643.3,19569.0,852.86,1038.4,343.69,4.205508474576271,310.07,370.66
2,2015.09.30. 13:47:45,173470.0,4850.7,122880.0,834.33,1038.7,342.92,4.1532203389830515,309.57,370.67
2,2015.09.30. 13:47:46,83304.0,7176.3,45032.0,578.78,1039.0,342.62,4.046610169491524,309.76,370.7
2,2015.09.30. 13:47:47,291070.0,11882.0,86808.0,305.73,1039.2,342.11,4.0636440677966075,310.2,370.63
2,2015.09.30. 13:47:48,144530.0,7274.1,79529.0,459.59,1038.9,342.06,4.051440677966101,310.0,370.63
2,2015.09.30. 13:47:49,220930.0,6690.4,280370.0,644.29,1039.4,342.19,4.191101694915254,310.01,370.64
2,2015.09.30. 13:47:50,156940.0,4781.3,50383.0,307.38,1028.7,342.31,4.199067796610168,309.85,370.65
2,2015.09.30. 13:47:51,132480.0,3742.1,153850.0,522.74,996.41,342.59,4.308220338983051,310.62,370.58
2,2015.09.30. 13:47:52,101330.0,5874.7,24465.0,266.1,955.37,342.11,4.3077118644067784,310.02,370.58
2,2015.09.30. 13:47:53,135900.0,5891.3,34568.0,414.14,956.87,341.12,4.050338983050848,310.19,370.65
2,2015.09.30. 13:47:54,167610.0,3981.3,57846.0,505.44,957.25,339.92,4.0011016949152545,311.17,370.46
2,2015.09.30. 13:47:55,111490.0,5664.4,151300.0,876.65,959.35,339.78,4.256949152542371,311.15,370.45
2,2015.09.30. 13:47:56,102030.0,7212.7,21130.0,728.41,948.5,339.64,4.054583333333333,311.07,370.46
2,2015.09.30. 13:47:57,70563.0,6306.2,54926.0,718.18,920.87,339.56,3.890593220338982,311.28,370.43
2,2015.09.30. 13:47:58,69979.0,5744.7,105330.0,445.88,919.68,339.67,3.669583333333333,311.61,370.3
2,2015.09.30. 13:47:59,21591.0,4746.7,23621.0,447.62,902.03,339.41,3.8221186440677952,310.99,364.05
2,2015.09.30. 13:48:00,45174.0,4952.0,72926.0,969.96,884.16,339.0,4.025423728813558,298.73,342.88
2,2015.09.30. 13:48:01,173150.0,5657.9,63163.0,889.2,885.61,300.44,4.01720338983051,299.09,339.27
2,2015.09.30. 13:48:02,104610.0,5983.7,26110.0,916.9,886.42,210.37,4.0565254237288135,210.9,240.58
2,2015.09.30. 13:48:03,74476.0,5766.3,53563.0,1220.3,887.01,209.72,3.9013559322033893,211.31,240.56
2,2015.09.30. 13:48:04,73102.0,4541.9,31226.0,1386.7,884.6,209.58,3.673305084745762,211.15,240.53
2,2015.09.30. 13:48:05,84814.0,4767.7,37160.0,1823.9,881.47,208.87,3.8474576271186445,206.16,231.46
2,2015.09.30. 13:48:06,88857.0,4221.5,41922.0,2238.9,880.14,203.72,3.998299999999999,191.63,211.45
2,2015.09.30. 13:48:07,154490.0,3818.8,69006.0,1924.1,879.11,142.43,3.983728813559322,134.66,147.79
2,2015.09.30. 13:48:08,61738.0,5549.5,28315.0,1851.1,879.23,142.71,3.898898305084746,105.14,113.81
2,2015.09.30. 13:48:09,17900.0,1649.3,41232.0,2423.1,877.91,108.07,3.9303571428571438,105.13,113.5
2,2015.09.30. 13:48:10,117520.0,4990.5,26770.0,1891.9,876.5,25.145,3.9615254237288133,16.109,25.46
2,2015.09.30. 13:48:11,77521.0,3649.5,26685.0,1894.5,876.47,25.122,4.136271186440678,15.814,25.459
2,2015.09.30. 13:48:12,111830.0,3243.2,33688.0,1908.0,875.89,24.662,4.226101694915254,15.679,25.748
2,2015.09.30. 13:48:13,78280.0,8976.2,57495.0,2259.8,876.87,24.048,4.158983050847459,14.111,23.409
2,2015.09.30. 13:48:14,112970.0,5706.6,54108.0,1935.8,876.81,25.093,3.9600000000000004,13.276,22.766
2,2015.09.30. 13:48:15,187230.0,4258.5,91289.0,2924.4,875.82,21.322,3.9512711864406787,13.346,22.603
2,2015.09.30. 13:48:16,87402.0,7715.4,60677.0,2580.7,874.87,19.249,3.8064406779661035,13.445,23.004
2,2015.09.30. 13:48:17,157340.0,10352.0,80803.0,2012.4,872.51,18.241,4.143813559322035,13.42,22.333
2,2015.09.30. 13:48:18,143420.0,11223.0,148250.0,1767.2,871.85,18.27,4.307966101694917,14.664,22.307
2,2015.09.30. 13:48:19,267210.0,5747.7,193160.0,1684.3,870.84,20.063,4.38375,14.692,24.105
2,2015.09.30. 13:48:20,120970.0,4210.3,33233.0,1607.8,869.34,20.743,4.434130434782609,14.642,23.78
2,2015.09.30. 13:48:21,46611.0,6151.7,69449.0,1542.1,869.05,20.76,4.163050847457627,14.974,23.82
2,2015.09.30. 13:48:22,97747.0,2603.2,48189.0,1776.9,867.97,20.864,4.174915254237288,15.043,23.479
2,2015.09.30. 13:48:23,57589.0,8663.6,118420.0,1612.4,866.89,20.797,4.403474576271186,14.905,23.986
2,2015.09.30. 13:48:24,88452.0,6055.4,41623.0,1118.0,867.36,20.856,4.365593220338982,14.487,23.644
2,2015.09.30. 13:48:25,91791.0,5214.9,30978.0,1578.4,866.54,20.492,4.558983050847456,14.536,23.718
2,2015.09.30. 13:48:26,56060.0,3519.8,35656.0,1870.6,866.39,20.142,4.596271186440679,14.851,23.714
2,2015.09.30. 13:48:27,109450.0,5355.8,44516.0,1821.3,865.08,21.435,4.491355932203388,15.155,24.718
2,2015.09.30. 13:48:28,285630.0,4304.4,44662.0,963.79,864.26,21.425,4.279322033898304,15.041,25.538
2,2015.09.30. 13:48:29,75639.0,5264.6,79339.0,1200.9,865.4,22.11,4.025568181818182,15.434,25.659
2,2015.09.30. 13:48:30,60895.0,4847.6,33601.0,46154.0,865.64,22.457,3.9084745762711863,15.434,24.837
2,2015.09.30. 13:48:31,88794.0,6576.8,68885.0,476040.0,865.07,22.724,3.687881355932201,15.669,24.509
2,2015.09.30. 13:48:32,105270.0,6613.6,40484.0,1215000.0,863.98,23.207,3.7714406779661016,15.67,24.452
2,2015.09.30. 13:48:33,77502.0,6285.9,94347.0,524690.0,861.92,24.087,3.6762711864406787,16.153,24.506
2,2015.09.30. 13:48:34,100590.0,3992.8,18493.0,1253200.0,860.14,24.143,3.849830508474577,16.109,25.318
2,2015.09.30. 13:48:35,137450.0,5648.3,107800.0,586410.0,860.82,23.734,4.027118644067796,15.823,25.409
2,2015.09.30. 13:48:36,74941.0,6475.7,39666.0,1154300.0,863.15,23.599,3.876864406779661,15.858,24.888
2,2015.09.30. 13:48:37,157880.0,8417.3,28346.0,1214700.0,864.15,21.369,3.766836734693879,15.143,23.321
2,2015.09.30. 13:48:38,185100.0,6614.6,121410.0,1211100.0,864.42,21.463,4.009491525423729,16.139,23.957
2,2015.09.30. 13:48:39,176440.0,9971.4,156380.0,1186300.0,863.89,22.408,3.883898305084746,15.924,25.662
2,2015.09.30. 13:48:40,98235.0,8084.1,31706.0,1150700.0,863.14,22.487,3.8703389830508477,15.633,26.027
2,2015.09.30. 13:48:41,142090.0,5027.4,42857.0,1127200.0,864.78,22.681,3.924745762711865,15.274,25.527
2,2015.09.30. 13:48:42,93281.0,9622.4,65611.0,1128500.0,865.24,21.432,3.8526363636363627,14.956,25.842
2,2015.09.30. 13:48:43,31838.0,6206.3,93783.0,1124900.0,865.54,20.226,3.8556730769230776,15.01,26.065
2,2015.09.30. 13:48:44,77566.0,7113.0,93619.0,1117500.0,866.94,20.617,3.7291525423728835,16.829,26.071
2,2015.09.30. 13:48:45,112720.0,8121.3,74853.0,1110700.0,866.69,21.369,3.685593220338983,16.703,27.917
2,2015.09.30. 13:48:46,189800.0,8354.7,84023.0,1120900.0,864.17,22.695,4.017372881355931,16.708,27.791
2,2015.09.30. 13:48:47,25990.0,5669.9,69043.0,1121700.0,862.14,23.246,4.107372881355935,16.835,27.473
2,2015.09.30. 13:48:48,101580.0,4617.7,60574.0,1118300.0,861.43,23.605,4.008979591836734,16.851,27.452
2,2015.09.30. 13:48:49,73175.0,3955.2,48134.0,1117800.0,862.31,23.408,3.9613559322033893,16.913,28.137
2,2015.09.30. 13:48:50,95848.0,8990.3,65423.0,1114900.0,861.73,23.076,3.963305084745762,15.954,26.466
2,2015.09.30. 13:48:51,38120.0,5659.2,34161.0,1114700.0,861.28,22.667,4.033983050847458,15.9,26.687
2,2015.09.30. 13:48:52,270230.0,5628.6,96480.0,1121200.0,858.8,22.404,4.078305084745764,15.951,26.849
2,2015.09.30. 13:48:53,163770.0,5274.8,34979.0,1114100.0,856.21,22.448,3.9572881355932186,15.665,26.96
2,2015.09.30. 13:48:54,72459.0,5098.3,93333.0,1152200.0,855.22,23.656,3.8995762711864397,15.647,27.223
2,2015.09.30. 13:48:55,59881.0,5317.4,22089.0,1197200.0,853.31,23.443,3.6522321428571423,21.374,26.934
2,2015.09.30. 13:48:56,124520.0,4271.3,28752.0,1199900.0,848.65,28.329,3.694237288135592,21.23,32.962
2,2015.09.30. 13:48:57,175350.0,4082.4,33081.0,1233400.0,845.79,30.316,3.9186956521739127,20.959,33.3
2,2015.09.30. 13:48:58,212480.0,8405.4,184850.0,1230600.0,841.86,30.451,4.116779661016948,20.984,33.279
2,2015.09.30. 13:48:59,100010.0,6384.7,25679.0,1000700.0,836.45,29.762,4.170084745762711,21.054,32.637
2,2015.09.30. 13:49:00,204230.0,6743.3,163360.0,1221700.0,831.6,29.943,4.03771186440678,21.083,32.459
2,2015.09.30. 13:49:01,83987.0,6983.3,42249.0,562060.0,843.73,30.372,3.8698305084745757,21.767,32.605
2,2015.09.30. 13:49:02,183740.0,4516.0,68616.0,414840.0,881.26,34.967,4.127711864406778,21.85,34.613
2,2015.09.30. 13:49:03,87629.0,5432.8,36783.0,1072000.0,944.3,38.949,4.2178571428571425,21.773,34.61
2,2015.09.30. 13:49:04,79412.0,4863.8,37593.0,173700.0,975.11,39.738,3.901754385964913,21.622,35.645
2,2015.09.30. 13:49:05,158270.0,4470.1,38183.0,3921.7,977.23,42.299,3.9803846153846147,21.534,35.38
2,2015.09.30. 13:49:06,177460.0,7585.2,69642.0,4302.6,980.67,47.452,3.9727966101694907,21.533,36.112
2,2015.09.30. 13:49:07,125760.0,5164.4,63902.0,2618.9,981.32,49.138,3.7831914893617005,21.606,36.865
2,2015.09.30. 13:49:08,93717.0,6856.8,32937.0,1774.7,978.73,50.935,3.6890677966101695,21.369,36.961
2,2015.09.30. 13:49:09,105640.0,5140.9,46639.0,2336.7,977.27,55.562,3.62875,21.557,37.604
2,2015.09.30. 13:49:10,143890.0,5548.8,112170.0,2231.6,976.25,60.916,3.38957627118644,100.62,36.544
2,2015.09.30. 13:49:11,92511.0,5677.8,123490.0,2614.2,976.13,100.75,3.4474,163.44,112.82
2,2015.09.30. 13:49:12,215200.0,8250.7,135260.0,2902.1,976.24,240.34,3.5785593220338976,205.36,181.0
2,2015.09.30. 13:49:13,95039.0,5791.9,163650.0,4646.2,976.81,425.08,3.5434745762711866,259.17,229.79
2,2015.09.30. 13:49:14,69926.0,6643.7,85719.0,3264.7,977.93,454.33,3.6015254237288143,295.22,292.59
3,2015.09.30. 13:49:15,396310.0,9195.2,201740.0,3118.6,978.38,453.85,3.729237288135594,295.01,338.45
3,2015.09.30. 13:49:16,37790.0,8495.9,140190.0,3260.0,978.43,453.1,3.789915254237288,295.49,338.29
3,2015.09.30. 13:49:17,133300.0,9421.2,72229.0,3482.8,978.98,452.99,3.9897457627118644,294.74,338.3
3,2015.09.30. 13:49:18,133180.0,8591.8,169870.0,3580.7,982.44,453.63,4.125593220338983,294.79,338.63
